;Preco Diesel [R$];Cotacao Dolar;Preco Razao Elepot [USD];Preco R.E. Cor. Dolar [R$];Preco Bat [USD];Preco Bat Cor. Dolar [R$];Preco UC [USD];Preco UC Cor. Dolar [R$];C-rate;Np,b;Np,uc;Volume Total [L];Energia Total Bat. [kWh];Energia Total UC. [kWh];Energia Total [kWh];Pth [kW];VPL [R$]
545;7,46;4,58;20;91,6;29,312;134,24896;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22741906,59
546;7,46;4,58;20;91,6;29,312;134,24896;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10215473,88
547;7,46;4,58;20;91,6;29,312;134,24896;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;22282397,11
548;7,46;4,58;20;91,6;29,312;134,24896;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22741906,59
549;7,46;4,58;20;91,6;58,624;268,49792;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;10051353,18
550;7,46;4,58;20;91,6;58,624;268,49792;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;21956592,36
551;7,46;4,58;20;91,6;58,624;268,49792;26,793;122,71194;10;5;0;1144,32;245,76;0;245,76;2000;22423756,91
552;7,46;4,58;20;91,6;58,624;268,49792;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;10051353,18
553;7,46;4,58;20;91,6;58,624;268,49792;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;21956592,36
554;7,46;4,58;20;91,6;58,624;268,49792;44,655;204,5199;10;5;0;1144,32;245,76;0;245,76;2000;22423756,91
555;7,46;4,58;20;91,6;58,624;268,49792;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;10051353,18
556;7,46;4,58;20;91,6;58,624;268,49792;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;21956592,36
557;7,46;4,58;20;91,6;58,624;268,49792;62,517;286,32786;10;5;0;1144,32;245,76;0;245,76;2000;22423756,91
558;7,46;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;2;6;0;1373,184;294,912;0;294,912;1250;9490060,393
559;7,46;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;6;6;0;1373,184;294,912;0;294,912;1800;20842340,1
560;7,46;4,58;20;91,6;158,87104;727,6293632;26,793;122,71194;10;4;0;915,456;196,608;0;196,608;2000;21411811,44
561;7,46;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;2;6;0;1373,184;294,912;0;294,912;1250;9490060,393
562;7,46;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;6;6;0;1373,184;294,912;0;294,912;1800;20842340,1
563;7,46;4,58;20;91,6;158,87104;727,6293632;44,655;204,5199;10;4;0;915,456;196,608;0;196,608;2000;21411811,44
564;7,46;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;2;6;0;1373,184;294,912;0;294,912;1250;9490060,393
565;7,46;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;6;6;0;1373,184;294,912;0;294,912;1800;20842340,1
566;7,46;4,58;20;91,6;158,87104;727,6293632;62,517;286,32786;10;4;0;915,456;196,608;0;196,608;2000;21411811,44
567;7,46;5,3;5;26,5;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10319873,25
568;7,46;5,3;5;26,5;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;22361378,9
569;7,46;5,3;5;26,5;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;22822091,8
570;7,46;5,3;5;26,5;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10319873,25
571;7,46;5,3;5;26,5;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;22361378,9
572;7,46;5,3;5;26,5;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;22822091,8
573;7,46;5,3;5;26,5;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10319873,25
574;7,46;5,3;5;26,5;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;22361378,9
575;7,46;5,3;5;26,5;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;22822091,8
576;7,46;5,3;5;26,5;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10129951,91
577;7,46;5,3;5;26,5;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;21984355,93
578;7,46;5,3;5;26,5;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;22456811,02
579;7,46;5,3;5;26,5;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10129951,91
580;7,46;5,3;5;26,5;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;21984355,93
581;7,46;5,3;5;26,5;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;22456811,02
582;7,46;5,3;5;26,5;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10129951,91
583;7,46;5,3;5;26,5;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;21984355,93
584;7,46;5,3;5;26,5;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;22456811,02
585;7,46;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;9480420,957
586;7,46;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;20694937,38
587;7,46;5,3;5;26,5;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;21291026,18
588;7,46;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;9480420,957
589;7,46;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;20694937,38
590;7,46;5,3;5;26,5;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;21291026,18
591;7,46;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;9480420,957
592;7,46;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;20694937,38
593;7,46;5,3;5;26,5;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;21291026,18
594;7,46;5,3;10;53;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10266873,25
595;7,46;5,3;10;53;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;22308378,9
596;7,46;5,3;10;53;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;22769091,8
597;7,46;5,3;10;53;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10266873,25
598;7,46;5,3;10;53;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;22308378,9
599;7,46;5,3;10;53;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;22769091,8
600;7,46;5,3;10;53;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10266873,25
601;7,46;5,3;10;53;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;22308378,9
602;7,46;5,3;10;53;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;22769091,8
603;7,46;5,3;10;53;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10076951,91
604;7,46;5,3;10;53;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;21931355,93
605;7,46;5,3;10;53;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;22403811,02
606;7,46;5,3;10;53;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10076951,91
607;7,46;5,3;10;53;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;21931355,93
608;7,46;5,3;10;53;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;22403811,02
609;7,46;5,3;10;53;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10076951,91
610;7,46;5,3;10;53;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;21931355,93
611;7,46;5,3;10;53;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;22403811,02
612;7,46;5,3;10;53;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;9427420,957
613;7,46;5,3;10;53;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;20641937,38
614;7,46;5,3;10;53;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;21238026,18
615;7,46;5,3;10;53;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;9427420,957
616;7,46;5,3;10;53;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;20641937,38
617;7,46;5,3;10;53;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;21238026,18
618;7,46;5,3;10;53;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;9427420,957
619;7,46;5,3;10;53;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;20641937,38
620;7,46;5,3;10;53;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;21238026,18
621;7,46;5,3;20;106;33,92;179,776;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;10160873,25
622;7,46;5,3;20;106;33,92;179,776;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;22202378,9
623;7,46;5,3;20;106;33,92;179,776;31,005;164,3265;10;5;0;1144,32;245,76;0;245,76;2000;22663091,8
624;7,46;5,3;20;106;33,92;179,776;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;10160873,25
625;7,46;5,3;20;106;33,92;179,776;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;22202378,9
626;7,46;5,3;20;106;33,92;179,776;51,675;273,8775;10;5;0;1144,32;245,76;0;245,76;2000;22663091,8
627;7,46;5,3;20;106;33,92;179,776;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;10160873,25
628;7,46;5,3;20;106;33,92;179,776;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;22202378,9
629;7,46;5,3;20;106;33,92;179,776;72,345;383,4285;10;5;0;1144,32;245,76;0;245,76;2000;22663091,8
630;7,46;5,3;20;106;67,84;359,552;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;9970951,915
631;7,46;5,3;20;106;67,84;359,552;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;21825355,93
632;7,46;5,3;20;106;67,84;359,552;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;22297811,02
633;7,46;5,3;20;106;67,84;359,552;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;9970951,915
634;7,46;5,3;20;106;67,84;359,552;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;21825355,93
635;7,46;5,3;20;106;67,84;359,552;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;22297811,02
636;7,46;5,3;20;106;67,84;359,552;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;9970951,915
637;7,46;5,3;20;106;67,84;359,552;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;21825355,93
638;7,46;5,3;20;106;67,84;359,552;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;22297811,02
639;7,46;5,3;20;106;183,8464;974,38592;31,005;164,3265;2;6;0;1373,184;294,912;0;294,912;1250;9321420,957
640;7,46;5,3;20;106;183,8464;974,38592;31,005;164,3265;6;6;0;1373,184;294,912;0;294,912;1800;20535937,38
641;7,46;5,3;20;106;183,8464;974,38592;31,005;164,3265;10;4;0;915,456;196,608;0;196,608;2000;21132026,18
642;7,46;5,3;20;106;183,8464;974,38592;51,675;273,8775;2;6;0;1373,184;294,912;0;294,912;1250;9321420,957
643;7,46;5,3;20;106;183,8464;974,38592;51,675;273,8775;6;6;0;1373,184;294,912;0;294,912;1800;20535937,38
644;7,46;5,3;20;106;183,8464;974,38592;51,675;273,8775;10;4;0;915,456;196,608;0;196,608;2000;21132026,18
645;7,46;5,3;20;106;183,8464;974,38592;72,345;383,4285;2;6;0;1373,184;294,912;0;294,912;1250;9321420,957
646;7,46;5,3;20;106;183,8464;974,38592;72,345;383,4285;6;6;0;1373,184;294,912;0;294,912;1800;20535937,38
647;7,46;5,3;20;106;183,8464;974,38592;72,345;383,4285;10;4;0;915,456;196,608;0;196,608;2000;21132026,18
648;7,46;6,31;5;31,55;40,384;254,82304;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;10273580,69
649;7,46;6,31;5;31,55;40,384;254,82304;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;22279431,12
650;7,46;6,31;5;31,55;40,384;254,82304;36,9135;232,924185;10;5;0;1144,32;245,76;0;245,76;2000;22741832,15
651;7,46;6,31;5;31,55;40,384;254,82304;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;10273580,69
652;7,46;6,31;5;31,55;40,384;254,82304;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;22279431,12
653;7,46;6,31;5;31,55;40,384;254,82304;61,5225;388,206975;10;5;0;1144,32;245,76;0;245,76;2000;22741832,15
654;7,46;6,31;5;31,55;40,384;254,82304;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;10273580,69
655;7,46;6,31;5;31,55;40,384;254,82304;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;22279431,12
656;7,46;6,31;5;31,55;40,384;254,82304;86,1315;543,489765;10;5;0;1144,32;245,76;0;245,76;2000;22741832,15
657;7,46;6,31;5;31,55;80,768;509,64608;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;10047466,8
658;7,46;6,31;5;31,55;80,768;509,64608;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;21830560,38
659;7,46;6,31;5;31,55;80,768;509,64608;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;22316793,48
660;7,46;6,31;5;31,55;80,768;509,64608;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;10047466,8
661;7,46;6,31;5;31,55;80,768;509,64608;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;21830560,38
662;7,46;6,31;5;31,55;80,768;509,64608;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;22316793,48
663;7,46;6,31;5;31,55;80,768;509,64608;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;10047466,8
664;7,46;6,31;5;31,55;80,768;509,64608;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;21830560,38
665;7,46;6,31;5;31,55;80,768;509,64608;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;1975;22316793,48
666;7,46;6,31;5;31,55;218,88128;1381,140877;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;9274157,305
667;7,46;6,31;5;31,55;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;20295422,45
668;7,46;6,31;5;31,55;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;20928849,64
669;7,46;6,31;5;31,55;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;9274157,305
670;7,46;6,31;5;31,55;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;20295422,45
671;7,46;6,31;5;31,55;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;20928849,64
672;7,46;6,31;5;31,55;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;9274157,305
673;7,46;6,31;5;31,55;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;20295422,45
674;7,46;6,31;5;31,55;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;20928849,64
675;7,46;6,31;10;63,1;40,384;254,82304;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;10210480,69
676;7,46;6,31;10;63,1;40,384;254,82304;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;22216331,12
677;7,46;6,31;10;63,1;40,384;254,82304;36,9135;232,924185;10;5;0;1144,32;245,76;0;245,76;2000;22678732,15
678;7,46;6,31;10;63,1;40,384;254,82304;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;10210480,69
679;7,46;6,31;10;63,1;40,384;254,82304;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;22216331,12
680;7,46;6,31;10;63,1;40,384;254,82304;61,5225;388,206975;10;5;0;1144,32;245,76;0;245,76;2000;22678732,15
681;7,46;6,31;10;63,1;40,384;254,82304;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;10210480,69
682;7,46;6,31;10;63,1;40,384;254,82304;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;22216331,12
683;7,46;6,31;10;63,1;40,384;254,82304;86,1315;543,489765;10;5;0;1144,32;245,76;0;245,76;2000;22678732,15
684;7,46;6,31;10;63,1;80,768;509,64608;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;9984366,803
685;7,46;6,31;10;63,1;80,768;509,64608;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;21767460,38
686;7,46;6,31;10;63,1;80,768;509,64608;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;22253693,48
687;7,46;6,31;10;63,1;80,768;509,64608;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;9984366,803
688;7,46;6,31;10;63,1;80,768;509,64608;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;21767460,38
689;7,46;6,31;10;63,1;80,768;509,64608;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;22253693,48
690;7,46;6,31;10;63,1;80,768;509,64608;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;9984366,803
691;7,46;6,31;10;63,1;80,768;509,64608;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;21767460,38
692;7,46;6,31;10;63,1;80,768;509,64608;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;1975;22253693,48
693;7,46;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;9211057,305
694;7,46;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;20232322,45
695;7,46;6,31;10;63,1;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;20865749,64
696;7,46;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;9211057,305
697;7,46;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;20232322,45
698;7,46;6,31;10;63,1;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;20865749,64
699;7,46;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;9211057,305
700;7,46;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;20232322,45
701;7,46;6,31;10;63,1;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;20865749,64
702;7,46;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;10084280,69
703;7,46;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;22090131,12
704;7,46;6,31;20;126,2;40,384;254,82304;36,9135;232,924185;10;5;0;1144,32;245,76;0;245,76;2000;22552532,15
705;7,46;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;10084280,69
706;7,46;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;22090131,12
707;7,46;6,31;20;126,2;40,384;254,82304;61,5225;388,206975;10;5;0;1144,32;245,76;0;245,76;2000;22552532,15
708;7,46;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;10084280,69
709;7,46;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;22090131,12
710;7,46;6,31;20;126,2;40,384;254,82304;86,1315;543,489765;10;5;0;1144,32;245,76;0;245,76;2000;22552532,15
711;7,46;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;9858166,803
712;7,46;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;21641260,38
713;7,46;6,31;20;126,2;80,768;509,64608;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;22127493,48
714;7,46;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;9858166,803
715;7,46;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;21641260,38
716;7,46;6,31;20;126,2;80,768;509,64608;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;22127493,48
717;7,46;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;9858166,803
718;7,46;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;21641260,38
719;7,46;6,31;20;126,2;80,768;509,64608;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;1975;22127493,48
720;7,46;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;2;6;0;1373,184;294,912;0;294,912;1250;9084857,305
721;7,46;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;6;6;0;1373,184;294,912;0;294,912;1800;20106122,45
722;7,46;6,31;20;126,2;218,88128;1381,140877;36,9135;232,924185;10;4;0;915,456;196,608;0;196,608;2000;20739549,64
723;7,46;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;2;6;0;1373,184;294,912;0;294,912;1250;9084857,305
724;7,46;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;6;6;0;1373,184;294,912;0;294,912;1800;20106122,45
725;7,46;6,31;20;126,2;218,88128;1381,140877;61,5225;388,206975;10;4;0;915,456;196,608;0;196,608;2000;20739549,64
726;7,46;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;2;6;0;1373,184;294,912;0;294,912;1250;9084857,305
727;7,46;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;6;6;0;1373,184;294,912;0;294,912;1800;20106122,45
728;7,46;6,31;20;126,2;218,88128;1381,140877;86,1315;543,489765;10;4;0;915,456;196,608;0;196,608;2000;20739549,64
